,rating,reviewText,summary
882,1,Very weird and scattered.Almost like amateur had written it. Plus all three were the baby's Daddy. THAT IS A FANtasy in its self. Must of  been a male writer take over for those thoughts .that was time I will never get back,Too short
883,4,should be read by all women that need to have a little dicpline in their lives and how to keep it interesting.,Liked it
884,3,"Fun story.  Not great literature (but if you were expecting great literature then you wouldn't be reading a book called &#34;Str8te Boys&#34;) but a fun, sexy romp about two jock college room mates and the silly but sexy games they play.  Read it for the fun and the sex but don't expect great literature.",Not great literature but fun
885,2,"This is more than anything a promotional material, the story starts really good and then it just ends, bluntly, can't say much more without a spoiler alert but lets just say that if I had paid for this, I would be pissed. really pissed.",POORLY DEVELOPED
886,1,"For some reason I could not get into this ebook and this was a free download. The sex was good but the vulgar talk was too much for me, I love some dirty talk but the sex between Dan and Maggie was like reading/watching bad porn. There really wasn't much suspense for me and I didn't believe the connection between the two, if I woke up the next morning after a guy promised to be there but he disappeared anyway I would not want to look like a desperate woman, start calling all day looking for him and going to his home, that's an insecurity that does not bode well for me, that's probably why I did not like this ebook.",Nope. April in OR
887,1,"The entire time I read this I just wanted to go ick...This book is presented pretty much as a Romance and I just don't like adultery in my Romance. Personally I did not like any of the characters and the ""good"" wife sure shucked her pantaloons quick for a guy with a pretty face and good manners. Perhaps if the author had given the romance portion time to develop slowly instead of the ""oops I couldn't control myself"", I might have been able to enjoy the story more.  Unfortunately, the author kept presenting the wife and lover as people of honour and the husband as a monster and while I believe she did the latter she failed miserably in the former. I also felt as if the ending was a cheat, I knew it was coming but I kept hoping that she would be a little more original.  I am not one of those people who expect the lovers to be virgins or even requiring the lovers to be limited to two of the opposite gender, however I do not like liars and sneaks and that is what this book is full of.",Adultery and Romance not a good mix
888,5,"In order to save his pawned guitar, Ted Hogwood accepts an assignment from a branch of the government that isn't even official. His partner on this assignment is Jerry Kwiatkowski and their mission is to steal a boomerang that contains secrets that should have died with J. Edgar Hoover. What stands in their path? A crossbow wielding assassin, two unemployed Australian women, the director of Central Intelligence and an ex-cheerleader!Got your attention yet? Is your eyebrow raised? It should be! This book was a really fun read and Alan's writing style reminded me at times of the late Douglas Adams. The deeper into the plot you get, the more you can tell the characters are in a situation that's way over their heads. It's quirky, funny and really hard to put down. I found myself wondering how this all would come together and then when it did I was highly amused. It was really sad when this fun trip ended and I do hope to see these characters again somewhere down the road.",Fun Fun Read!
889,1,"How awful is this unfocused collection of words? Let me count the ways:1. There is no plot (that should be enough, but there's more).2. The heroine (for lack of a better word) is a paranoid, shallow mass of nothingness. We don't know if she could have had any more depth because the author provided absolutely no worthwhile character development. In fact, what little information the reader is given about her made her very unattractive. She is materialistic, narcissistic and moody for no clear reason. The very first page clumsily recalls how she picks a fight with her husband over absolutely nothing.Sadly, the pitiful introduction to her hair is the entire basis of the book, although the synopsis held so much promise. The husband is just there so the story can have a male counterpart; he is quite insignificant. If he mentions it once, he mentions it a thousand times that he wants to get to know his wife of seven years. What?!?3. Why does this author (for lack of a better word) make them have their only serious conversations right in the middle of the awful sex scenes, not once but several times? Weird. Other than that, there is no meaningful dialogue between the two of them.4. Some of the informational points are repeated, over and over, and over again. Why?5. If this is an IR romance, why was race in regards to their relationship never highlighted?6. Did I mention there is no plot?So, yes, this was an awful read and I now know to avoid this author. That is a shame because she has so many books available, which is incredible considering the lack of quality in her storytelling.Had I gotten this book for free, I would have paid too much.",This atrocity is an insult.
890,2,"I love this author but really didn't enjoy this one. Great cover though. I can't stand to have a hero touched by another woman, even if he's unconscious. It icks me out. Haven't decided if I'll read the rest of this series. Love her Species and Cyborgs though.",meh
891,4,"I can't improve on RedAdept's review. Though the stories weren't flawless, they were very close. I too would have enjoyed more character development and background, but the stories were imminently readable as is. I honestly loved each one, but Wistril Betrothed was my favorite. Highly recommended for a time when you need to cleanse your literary palate.If this review gave you information that was helpful, please feel free to click the YES button below!",A Delight from Beginning to End
892,2,"I LOVE BELLE ANDRE!!!!  Let me start by saying that I truly truly enjoy reading Belle Andre books.  Yet this one fell short.  Usually I can sit down with my pot of coffee on a Saturday and Sunday morning soaking up the romance that drips from the pages and by Sunday evening, I'm sorry that I read it so fast and want more. The story just didn't make sense to me.  I had a really hard to time getting into the characters.  It was steamy but usually Belle Andre has me with the love story and the steam is the bonus.  This one not so much.",Sadly disappointed
893,2,"Story concept is good, but it is not fully developed. Good mix of spice, but something seems to be missing.",Underdeveloped
894,4,"I enjoyed Deadly Deceptions.  However, I could not grade it higher because it did not have enough a story line, or enough plot. It left me somewhat expecting more to come.",A little more story
895,4,it was good to see where Dan and Elle was. And that they was still together and so much in love.,still happy
896,5,"Fairy tales are usually thought of as children's literature, and in terms of how much children in particular are fascinated with them this categorization is not without a merit. However, most good fairy tales tap into some social or personal tension, a fact of life, or a natural phenomenon. They often take rather ordinary situations and push them to the limit of what our imagination considers plausible. Fairy tales are thus a form of reductio ad absurdum of common sense, and they often help us see various life situations in terms of their most basic principles. This is why fairy tales have had, and continue to have, a lot of fascination with adults as well.Most of us have grown up with fairy tales of Hans Christian Andersen or Brothers Grimm. There is a sort of cannon of western fairy tales that have become part of the common patrimony of the entire world - Little Red Riding Hood, Snow White, Rapunzel, and many others. However, these fairy tales are only the tip of the iceberg when it comes to the European fairy tales, and there are many other folk tales that are not as familiar as these and yet are equally beautiful and imaginative.This collection of the English fairy tales is as great of a collection of fairy tales as they come. It is rather fascinating to see that even thought many fairy tales reflect certain English cultural norms, the basic structure and the motifs are surprisingly familiar. We have villains and heroes charged with an unusual and demanding task, monsters and unusual magical objects are everywhere, there are damsels-in-distress aplenty, and most tales take place ""once upon a time."" All of the tales are very well written and the language is crisp and contemporary. The dialogues, however, are replete with colloquial English expressions and turns of phrase, and these characteristics give the fairy tales a very folksy feel. This collection will be a great source of enjoyment for children and adults alike.",A Great Collection of Fairy Tales
897,3,I am still reading this installment of the ebook series. In this one I am not feeling the author's development of the betrayal of one of the main characters. I started it but have stepped back from it to digest the progression into the darkside of the hero. Maybe when I pick the book up again I will feel differently about the read.,Gideon into the darkside.
898,2,Unfortunately I couldn't finish this one. There seemed to be too many mechanical issues with the story.I think it would benefit greatly from a good hard scrubbing from a skilled beta reader and then from an editor.Moxie Mezcal has great potential - her imagination is wonderful. I look forward to reading this again if she decides to polish it.,Great Potential ...
899,4,"If I ever find myself near hypothermic after my car drives into a frozen lake, I thoroughly hope I find two sexy guys like these to warm me up and nurse me back to health. Hot cowboys are definitely on my must have list.",My Kind of Accident
900,5,There is so much information packed into each daily issue that I just don't have time to read it all and read my other books and kindle magazines too. All the news that makes the New York Times such a great newspaper is included in the Kindle edition minus the ads. If you have time to read it daily it is well worth the $19.99 monthly subscription price.,I wish I had time to read it.
901,4,"I have read other books by Beth Kery and haven't been disappointed yet.  This book is flirty, sexy, and fun.  Everything a sexkitten needs.",Erotic & Sexy
902,5,"I have really enjoyed this series. This is the second book in the Rachel Myers series. I am familiar with the setting even though Ms. Jackson slightly changes the names of the towns. I like the way the author tells a story. Each book flows into the next one- so be sure to read them in order. In this book, Rachel's lifelong friend Isaac has her investigate the death of his friend. Isaac knew his friend was afraid of heights and that he would never get that close to the edge of the overlook. So Rachel starts investigating with her logical mind she is soon able to find out what really happened. If you like mountains, cozy mysteries, horses and plants, you will not be disappointed with this series.",Parkway Murder
903,5,This is a well written & very interesting accounting of the holocaust as seen through the eyes of a child.  Should. E required reading for all American history classes.  The seller Provided in record time & in excellent condition.,A Moving Account
904,5,"This was an Awesome Novella!! I may be a little biased because Z and Bella are my favorite...Ugh, no I am not...this was pretty Awesome.So Bella has her baby...a beautiful girl named Nalla.Now of course Z was so scared when she was in labor because he knew it was possible to lose Bella. But her and the baby pull through.So what is wrong with Z...why can't he touch, pick up, even look at his daughter. He keeps his distance. He calls Nalla, Bella's daughter...he does not claim her when talking with his family...keeps saying, ""the young"", ""her child""...etc. It is heartbreaking.Finally Bella can't take it anymore...""I need you to decide what you want to do,"" Bella said. ""If you can't be her father, I'm leaving you. I know that sounds harsh, but...I have to think of what's best for her. I love you and I will always love you, but it's not about me anymore.""It hurts my heart!Z goes on a mission and ends up hurt...all he can think about is Bella not being there when he gets back.When Bella comes to him...we learn what is wrong. We learn why he pulls away. His past is still very much a part of him and he is afraid...But should is daughter have to suffer???Really good short read for BDB fans!!",YaY...more Z and Bella :)
905,5,I liked this book because it's about a couple that has been married for 9 years together for like 15 years. They were each others first and only. They separate for 3 months ........read more on my blog iloveladyporn.com,Nice hot Marriage Reconnect
906,5,Amazing story and characters.  Robyn's story is heartbreaking yet hopeful.  The interplay between characters is believable and made this a book I could not put down.  I can't waight to read more!,Midnight reborn
907,5,"Great novel. It surprised me; it was different from the previous Hannibal Jones mysteries. There was less beating up bad guys and more vulnerability. As usual, the characters were all very interesting and very unique. Read this one!",Read this one!
908,2,UNLESS A BOOK IS PART OF A SERIES I DO NOT LIKE WHEN THEY REEL U IN SO U MUST BUY THE NEXT ONE  BIG TURNOFF FOR ME,HATE WHEN U LEAVE WITH A CLIFFHANGER
909,5,With each book and e-book Ms. Showalter writes her writing is constantly improving as well as her creativity.  I look more forward to her mini ebooks as well as her novels and this book is no different.  The Greek Goddess of Strenght Nike (heroine) and the Lord Titan (Atlas) are two well developed characters that develop an intense hate-love relationship. This relationship quickly reverses itself to a love-hate relationship when the tables are turned and Atlas imprisons Nike to get his hard sought revenge after being imprison by her for centuries.  However once revenge has been achieved it does not taste as sweet as he would have like.  Atlas seeks for ways to make Nike prison life more miserable yet with each way he tries to torture her he is further torture by his growing feelings of love.  This ebook is fanstastic and I thouroughly look forward to the next book of Gena Showalter.,Gena Showalter's ebooks rocks just as well as her novels
910,5,This story is a great continuation in the series. I loved it and enjoyed just like all the others. The characters just continue to grow on me as I read this series. Can't wait to read the next one.,Amazing
911,5,i was a little hesitant about this book. turns out this was a great book. i already ordered the next book. i love the characters and how this book keeps you guessing. would definitely recommend this book to others,excellent book
912,3,"This was on okay read, not horrible, but not exhilarating either. The story is basically about mental illness and the stigma attached to that in the United States. It was well written in the sense of being able to understand the author's point, but not in the sense of a highly entertaining read. Argus, the main character, was memorable in his attempt to uncover the truth of his ordeal, while at the same time fighting his personal demons. I did like his character very much throughout the entire book. Sarah, Argus's wife, was pretty shallow in my estimation, considering she knew of his mental disorder when they married. The villain, when revealed in the end, was more of a let down given they had no more sinister reason than making a public statement basically in an extreme fashion. Again, it was a pleasant read, but would not be on my list of top 20 for the year.",Pleasantly Ordinary
913,2,"I read this because the author claims story is like some my favorite authors(Lara Adrian, J R Ward, Sherrilyn Kenyon, Gena Showalter) BULL!I started out liking this book then it turned out to be one disaster after another. Starting with being named Prophesy, because she is the daughter of the prophesy, (true imagination there) falling in love with the vampire that kidnaps her, Valentine, having to deal with 1000 year old vampire librarian, frozen witches, all the way to destroying half the vampire army that was coming to assisted her with werewolf allies and flooding the one she loves. Oh not to mention its actually a cliff hanger.The star rating wend down the further I read. the rating went further down when read the reviews on her next books. In the next books she falls for the new head of a bloodline finds her first loverbla bla bla but book four it seems the vampire that would kill anyone who touches her is ok with sharing?DELETE",What are you kidding me
914,5,I love dragons and this story is one of the better ones with a whole different approach. It's full of what seem like original ideas to me.I'm so glad that the author didn't fall into the cliffhanger trap that so many apply to their series of books. This is a lovely story that stands alone but gives you enough enticement to go one to read the rest of the series.Nice easy to read writing style and good characterization - Well done Jenna.,Charming
915,1,"If you know absolutely nothing about sewing, this may help you get started reading other things and familiarize you with some very, very basic terminology.  Don't presume you'll know how to do anything after reading it, though.",very superficial
916,2,you will have to read this to get what I mean by Hot Love so read it and I know you will not regret it if you do.,Hot Love
917,5,"Light, easy read.  I read before I go to sleep to relax me.  This one really works for me.  I have always enjoyed Susan Meier.  This does not disappoint.",My cup of tea
918,4,Lindsey is tired of being used by men so she swears off them until she meets Brad. Lindsey was offed a position to renovate a room for sex in a hotel. She has no limits on what she can do with the room. Lindsey is ready to create her ultimate fantasy and Brad is just the man to help her. He is hired to help with the construction portion of the room but one look at Lindsey and he would like to be renovating other things as well like her and him together. Brad has his own insecurities about woman and most people in general he has big dreams that he has never gotten any backing in. This is a great book to read about an in charge woman giving up control to a man who doesn't usually take it because he is not sure if he will be rejected. The are a great pare that burn up the pages and learn that if you open up just a little then true love an truly find you.,wow
919,4,"Good book!  There were some surprises that I did not see coming.  Again, less of the bedroom stuff but good!",His Redeeming Bride
920,1,"**Possible Spoilers** If I had to review this book in one word it would be 'ridiculous'.  I had high hopes the first few pages as the initial crime unfolded.  I went into it willing to suspend belief about a model using that profession as a cover for her real job as a CIA agent.  When I read Jaclyn's back story about her parents and her near blindness I thought, ""Hmmm...this is intriguing.""Before too long though it became apparent that this book was going to fail due to cartoonish bag guys, silly superhero type gadgetry, and a plot whose holes you could fly a plane through.What could have been an interesting thriller was anything but.  The villain of the piece was presented immediately.  A mystery surrounding who murdered the 46 people with poisoned bottled water would have been engrossing.  Instead, super baddie, (and comically sociopathic) Grant Chillings is dumped into the reader's lap.I kept waiting for a clever explanation for his horrible deeds and how, exactly, he planned to gain the monopoly on the bottled beverage industry but it never materialized.  His end game was that he was going to add poison to his competitor's products and the local water supply, thereby forcing people to drink his bottled water or nothing at all.  He wasn't going to get caught or prosecuted for his crimes because he was justified in commiting them and the government wouldn't dare touch him.  I'm no expert, but I believe that narcissists feel justified in their actions, but they aren't patently stupid.When he murdered the entire Board of Directors of his company I was thinking, ""You don't think somebody might notice you did that?""Then we come to our heroine.  Again, this could have been a very interesting character, but failed miserably.  We are asked to believe that the government could only spare one inexperienced CIA agent and a 'watchdog' for her after 46 people die from poisoning and later 9 children are hospitalized in another attempt.  That's how the government would react to terrorism?When Agent 'Snapshot's' partner is eventually killed she is told by the director of the CIA that she'll have to 'go it alone' since they can't spare anybody else to help out with the investigation.  Riiiigggghhhht.The rest of this tale consists of Jaclyn running around in a skin tight black jumpsuit that is equipped with special spy toys, using her custom made spy Porche to wage war on Grant Chilling's laughable 'army' (in one of Boston's main government buildings, no less), and the female President of the United States using Boston's Duck Boats to storm the villain's lair.  If it sounds stupid that's because it is...painfully so.Also, the author's insistence on describing Jaclyn's profuse sweating as she runs around Boston in her spy suit and trenchcoat became sickening.One surprise bright side to this book was the unintentional comedic factor.  I found myself chuckling at several of the more absurd parts such as Jaclyn's mercurial response to different situations, which I can't imagine any self respecting CIA agent indulging in.  Also, the idea of government sanctioned destruction of city property (including missiles launched from Jaclyn's car) had me laughing and shaking my head.Most amusing were the spy toys Jaclyn had at her disposal.  The unfortunate part is that none of them really helped her.  With the exception of her body armor and the security system evading app for her iPad, the bad guys still kept getting the jump on her.For a woman who was trained to use all her senses in deference of her very poor eyesight and who was required to take out several Navy SEALS as a part of that training; she was amazingly inept at defending herself.I considered giving this book 2 stars because it had potential, but decided that it merited only one because of its blatant waste of a good story line.",Rambo Meets Heidi Klum Meets Inspector Gadget
921,5,"Great novella, quick read and smoking hot as usual by Elle Kennedy! Good story. Don't miss out on another great story!!",Awesome!
922,5,Shoud be a full length novel.  For the price you could definately do worse.,OUTSTANDING
923,5,Great series so far. The second book is as wonderful as the first. The caricatures are wonderfully funny and endearing. Definitely worth the read. These books are short but you really get to know the caricatures.,Wonderful read
924,1,not what I thought it would be - some of the quotes are so well known already you find yourself reading ahead of the words and then getting bored with reading at all,not good
925,1,"I know that this book is old so I guess it doesn't matter, but here goes:  REALLY?!!  I felt cheated as I loved the first two. The hero of the book was intelligent and quick on his feet.  He dodged just about everything that they could throw at him and survive..... only to have his stupidity kick in at this last one?!  Not to mentioned that this last book was quick and in a hurry to end; so I'm done with the Luther Kite books.  I'll be keeping away from anymore of (any) series that he has out....",Very disappointed.....
926,2,"A cute story if meant for maybe 5th-8th grade readers. As an adult, I found it boring (kept falling asleep) just because Miranda was doing the same thing over and over and over, but I did enjoy the cat (figured out who she was maybe a chapter after she appeared) and the ending was heartwarming!",Cat's Paw
927,2,"I deleted my last review after the author, and some of her friends/fans quickly/harshly left comments to say I was being unkind. So, I'll say again,in a kinder fashion, I did not enjoy this book. I love fantasy (that's why I read Stephen King, etc) but fiction I like with some believability. This book, in my opinion, had little. Dialogue was weak, boring and amateurish...in my opinion. I also (foolishly) downloaded her 2nd book before reading this one, but could only read about 10 pages before giving up. I was told, within the onslaught of not-very-nice-either comments to my last review, that this was the author's first book and they do get better.",a  kinder 2 star review
928,1,"I usually love her books but this was absolutely terrible and plain painful to read. Im not even sure how to explain how it could be better. It just did not work. However, I am still a fan of hers just as long as i am never subjected to this book or anything like it ever again.",honestly.
929,1,"There a couple of cute works in this book, but the majority are ""BAD"" I don't mean bad like ""Attack of the killer tomatoes"" or bad like make you groan for the poor pun, I mean bad like not done, there will be a one or two pairs of lines that are the start of a good limerick, and then there are some extra words thrown in to create a rhyme that does not flow. It just stops and heads off in a different direction.In the end it leaves you thinking the author is more interested in publishing strings of words then in creating quality content.As with many free e-books, the last half of this short work is tidbits from other published works by the author. Most of the limericks are so bad that if I had a ""be sure to never buy anything from this author"" list I would take the time to add everything he ever wrote to the list.",Limericks not fit to publish
930,5,So good! Really enjoyed this bundle and I am extremely excited that she is  finally releasing a fourth in the series!!!!!,So good! !!
931,2,"The story felt rushed, like you were missing the first few chapters. Then there was a lot of missing background on the werewolf pack.",not horrible
932,1,"Bought ths book and then I found out about this blog that took materials from the official church website and converted them to MOBI format. And the best part...it's free. If I could I would rate this 0 stars. Someones trying to pickpocket you, so don't fall for it. Here's the link nk: ldskindlemobi.blgspot.com",BETTER SOLUTIONS
933,2,"this story was very short and left a lot to be desired. I cant really think of anything that was ""good"" about this short. I think it TRIED to be emotionally charged but I wasnt feeling it at all. It was sorta like a DEADWOOD porn short... best I could do, sorry","not a good ""book"" by far"
934,5,I Loved this book.  A man of few words and ayoung woman harrassed  by men in positions of power. Until they put them in their place on there ass.,hot hot hot
935,2,"It is well researched, well written, well paced.  At least until 3/4 of the way.  And then...you lost me.  And let's not even talk about the ending.",confusing
936,3,"Honestly, this book was my least favorite out of all of the Out of Uniform series. For some reason, I just didn't click with the characters. Mac drove me a little nuts because she refused to even entertain the idea of being with Will. Hello?! I wanted to yell, ""He is a hot Navy SEAL and has been your best friend for years....how would you not click as a couple?! How could you not think he wouldn't stand by you and your psychic abilities?"" Anyways, but other than that, I found it a good read. Of course, Will was super sexy and could make a girl swoon.~BookWhisperer Reviewer MC~",BookWhisperer Reviews: Heat of the Storm
937,5,This was a wonderful short story.I absolutely loved the characters and the fact that they were in their 40's made it even better.I most certainly want to find this suite Ethan had on my next cruise!,I want to go on a cruise for Christmas
938,1,I quit reading when I realized that this wasn't a full story in itself.  I have read series before that at least held their own story for that book and continued in others.  But I was half way through this book and quit.  I just found out the story line when I was half way through.  That doesn't bode well for the ending.  It will be a huge cliff hanger for sure and I don't go for that when reading.  At least it was free on Kindle since I would have to pay alot to continue the story if I chose to.,Not a real book..just a few chapters
939,2,"The idea for the story was cute however the characters themselves were weak at best and the writing style was downright terrible, I almost hesitated to give it even two stars.Nikias, the hero is described as being a protective, interesting and good guy who is just arrogant and a bit of a hothead. The problem is the only time he speaks in the book he comes across as a manipulative, controlling jerk. The scenes where she supposedly sees the fun sweet side of him she falls in love with are only briefly described in a general way. Diona, the heroine is also described as beautiful, intelligent and strong however again most of her scenes display her as weak willed and pathetically willing to take the crap the hero is dishing out. Because of this I had a very hard time believing this whirlwind love that was supposed to have taken place between them. Lots of sex yes, love...I never really saw it. Even the one scene that had the potential for it, when she saves the girl, is ruined by him acting like a horny teenage boy.However I could have given the book a little more credit if it hadn't been for the horrible grammar and writing style. Constantly changing tenses mid sentence, writing it mostly from a perspective as if the story is recalling a past event but telling it as if its happening in real time. Also I don't know how many times the writer used the word ""had"" but I found myself mentally blocking it out as I read to tolerate the story. It was used once if not multiple times in pretty much every single sentence and often its use didn't make sense...drove me crazy!",Cute premise...horrible execution
940,3,"An interesting story, with predictable major events, and atrocious editing!  Editing needs in part are due to poor, amateurish writing;  some conversations and statements are so corney that I laughed out loud!!  However, the story was good enough to keep me reading until the end of this part (book1).  I have not decided whether to purchase the second book in the series; it has to be written better than this one!",Groan...
941,2,"I didn't exactly like this book but I didn't hate it either. It is very long without any real story going on. The Character's aren't consistent and neither is the plot. Here are my problems with it:1. Jasmine (the heroine) she starts off seeming strong and independent. Then becomes immature at times and even submissive and sometimes flaky. Then she's back to acting strong again. She keeps flip-flopping from one way of thinking and acting to another.2. Keilan (her love interest) starts off seeming concerned about scaring her and not wanting to harm her in the beginning. He then turns into a dominating molester within the next chapter or so. He again becomes a sweet romantic love interest halfway in the book then dominating again. It's very confusing who these people are and what they are about. There were many other characters mentioned but you barely know them or understand where they are coming from either.3.The genre didn't seem to fit what was actually in the book. Yes there is some romance, there is fantasy/sci fi but there is also erotica in the book. I wish the author picked a genre and just went with it instead of tried to blend so many in one. She goes into descriptions of each in different scenes but the tone and feel of each scene doesn't always feel like the same book. Primarily the sexual aspects seemed really obscured compared to the rest of the book. I wish she would of just chose Full erotic novel OR Full romantic novel. Neither aspects seemed to blend together or stayed consistent in this book. Also the sexual aspects were so few and far between in the first half of the book that it seemed out of place.4. OK so the book is about a girl with Charmer abilities (can seduce shifter men with her scent basically) who happens to be best friends with a shifter princess. Why should we, as the reader, care about this and what does it have to do with the story itself? I'm not sure about that answer. Again if this was a full erotic novel some of the sexual themes and her seductive powers would make more sense. Like the sexy clothing and underwear in the beginning, is suddenly forgotten after the first &#34;molesting scene&#34; then she's able to wear dresses and regular shirts and pants. What was the point of that?? And a scene where an aphrodisiac was used then backfired to cause a loss of sex drive just didn't fit in. But since this is a romantic/action/fantasy I think?? I'm not sure why we should care or where the author was taking us with all this. Or why so many things were mention just to be resolved and forgotten about within a page or so later.So in a nutshell, there were things about it I liked. Things I didn't like and things that just didn't make sense to me. There were a lot of scenes and characters that could have been cut from this book to give it a more focused feel and shorten it. I hope the author chooses to rework this one and give it  more structure. She had a lot of cool ideas and interesting world she created but I feel her story needs more planing. I will not be following the series but I enjoyed most of the journey in this book.",It keeps going and going and going...
942,3,"Note: This review was originally published on Red Adept Reviews on March 8, 2011.Overall:  3 starsPlot/Storyline:  3 starsChristina was like a junior Wonder Woman - she skydived, scuba dived, and flew airplanes like an experienced pilot after only a few hours of instruction. If the girls were a little younger, and if the more violent scenes were rewritten or deleted, the story would be appropriate - perhaps even inspirational - for younger teenagers, but the story just wasn't believable enough for me.The first third of the book, which followed the three girls from age eleven through high school, wasn't that interesting and served little purpose. There were dead ends such as the chapter where Jessica's abusive stepfather Roy beat her mom senseless, broke down Jessica's bedroom door, and tried to rape her. Jessica had telephoned Christina to help her, so Christina rushed over and stopped Roy by threatening him with her shotgun. But there was no follow-up, no calling the police, no mention of the stepfather after that. And there was very little mention of any of the girls' parents, it's almost as if they raised themselves.About halfway through the story, the action picked up and the story got more interesting when the three girls entered college. Christina started flying lessons, Heather became romantically involved with an older man, and Jessica studied old Spanish archives to locate sunken treasure. The three girls were now living their dreams. During a summer break, they embarked on a trip to the Bahamas on a treasure-hunting expedition that ended in tragedy. And this is where it really got too unbelievable for me. Christina showed flying skills that only a veteran pilot would have, even though she had not even earned her pilot's license. Her instructor had told her that she was the best student he had ever taught, but it was too much of a reach to believe she could fly planes as expertly as she did in the story.The story had too many convenient coincidences (such as an uncharted island being right where you need it) and implausible events (such as Jessica pinpointing sunken Spanish treasure that had eluded professional treasure hunters for years).I do have to say that the scene where Christina sought revenge on the culprit responsible for the Bahamas disaster was quite satisfying, even if it was a bit improbable.Characters:  4 starsChristina, Heather, and Jessica were the main characters, and the author did a good job of developing them as flesh and blood people, even if their emotions didn't always seem realistic to me.Writing style:  3 starsThe author's writing style was generally good, but the emotions and the dialogues of the story's characters were not very realistic at times. After witnessing the sudden, violent death of a close friend or relative, most people would be devastated and in shock. These characters, however, got over tragedies quickly and moved on.If you're going to have your characters engage in specialized activities, an author should be familiar with those activities. There were some glaring errors in this regard. For example, while skydiving for the first time, Christina ""pulled the ripcord and tossed it to the side."" I've skydived, and you don't toss the ripcord away, for two reasons: (1) it could kill someone on the ground, and (2) ripcords are not cheap to replace. She also pulled the ripcord at 1,000 feet, which is well below the minimum altitude for opening your parachute. Trust me, you get yelled at for things like that and get banned from a drop zone.Later, when Christina was taking flying lessons, she goes up with her instructor in a ""Citborea,"" an aerobatic aircraft. I think the author meant a Citabria.Editing:  2 starsThe book was in serious need of editing and proofreading. I found quite a few grammatical and punctuation errors, and misspellings were found every few pages. A few examples: ""ought"" for ""aught,"" ""ware"" for ""were,"" ""ya'll"" for ""y'all,"" ""brake"" for ""break,"" ""waist"" for ""waste,"" ""metamorphous"" for ""metamorphosis,"" ""depravation"" for ""deprivation,"" ""choral reef"" for ""coral reef,"" and so on.","Christina, the junior Wonder Woman"
943,3,...which didn't deliver until the end with the introduction of Tariq.Haven't read the second and to be honest really don't want to waste my money.,high expectations...
944,5,Albert Simon's books are very good.  There is not a lot of swearing in them.  Only one of the had the F word in it and it was used by one of the minor characters.I also like they way there is not a lot of heavy sex written into the books.  I enjoyed all the books.,For Sale in Palm Springs
945,4,"""Delilah Devlin's ""My Immortal Knight"" series is an erotic stroll on the dark side where vampires and weres war with each other for supremacy and the occasional human mate.  Ms. Devlin's characters are the stereotypical alpha males with chiseled features, large bank accounts, and enormous...stamina that will keep the reader's blood pumping and palms sweating until the wee hours.  Ms. Devlin's storyline evolves from novel to novel with plenty of vampire stalks girl, vampire gets girl, and vampire and werewolf fighting sequences; however, Ms. Devlin mixes it up with original, uncanny, heartbreaking material that leaves the reader crying, kicking, and screaming for more.  I thoroughly enjoyed Ms. Devlin's work on the ""My Immortal Knight"" series and can hardly wait for the next installment."" by Amber Barr",An action-packed erotic series
946,4,"Having also grown up in the backwoods (Mississippi), I enjoy reading about the lives of others in the same predicament.  It isn't polished, more a book written for the family.  And the writing wasn't bad.  If you like tales of what it life was like in the long ago days of just a few decades ago, you'll probably enjoy it.",I enjoyed it.
947,5,"My, my, my my........Good lord Kallysten you sure know how to bring a reader to the edge.  I immediately formed a perfect picture in my mind of Bret, Lisa and Leo and watching it play out before me in the written word just proved to me that as far as an erotic paranormal writer goes, you are on top.  The story maybe short but the reader will not feel short changed when finished.  I guess if there are really vampires out there, they need somewhere to go where they can let their hair hang down and not hide what they are but revel in it.  Somewhere that humans can mingle, vampires can dine and all enjoy what the other has to offer can be found On the Edge.",Over the Edge
948,5,Good concept and great sex!  Good charcters with interesting story line.  Held my inteerest until the very end and like the outcome.,Court appointed
949,3,"I have to say, I have mixed feelings about this short. Although it initialy starts out interesting, it fades in and out as the story progresses.I would have liked to have seen a little more character developement, both in prisoner 392 and the other main characters. The warden would have been a great guy to spend more time on, but alas it was not to be.I really liked the writing style of this author though. It had great flow and the premise of the book was great. How he made such a narrow subject matter so interesting, shows what a great writer he is.I was a little disappointed in the ending, and thats what put me off the story. It seemed to be a rehash of a lot of other tales. The person wakes up. Its always an easy out ,for a writer. Tired of writing it? Just say the person was dreaming, and bam, the story is over. I think he could have made this into a great piece, but as is, its just okay.I will say for 99cents, you really do get a great deal.",Should have kept going with it. Could have been great
950,5,"This is the first three books in the Buchanan's saga by Susan Mallery. It has Cal, Walker, and Reid's stories. All three books were beautiful and truly works of art. It's a great savings to buy this bundle and you won't regret it these books are amazing.",Great bundle
951,4,"The first third of the book is way to long on explaining things like FTL and I like hard SF.  One paragraph is interesting, multiple pages of explanation is nauseating.  The ending was also poorly envisioned.  Why did I give it 4 stars then?  Two thirds of the book was good enough that I will buy the second. This is better than most of the garbage in E-books.  Be prepared to muddle through the begining and you will be rewarded.",Take the good with the bad
